path,live_title,new_title,title_match,live_description,new_description,description_source,live_canonical,new_canonical,canonical_match,live_h1,new_h1,h1_change
/product/street-food-burger-sleeves/,Street Food Burger Sleeves | Busy Counters | The Burger Sleeves,Street Food Burger Sleeves | Busy Counters | The Burger Sleeves,exact,"Street food burger sleeves for outdoor service with quick fit, clean grip, and grease control, plus custom artwork support and free shipping.","Street food burger sleeves for outdoor service with quick fit, clean grip, and grease control, plus custom artwork support and free shipping.",preserved from live,https://theburgersleeves.com/product/street-food-burger-sleeves/,https://theburgersleeves.com/product/street-food-burger-sleeves/,exact,Street Food Burger Sleeves,Street Food Burger Sleeves,unchanged
/product/takeaway-burger-sleeves/,Takeaway Burger Sleeves | On The Go | The Burger Sleeves,Takeaway Burger Sleeves | On The Go | The Burger Sleeves,exact,"Get a quick quote for takeaway burger sleeves built for easy carry with secure grip, oil control, and labeling space, plus free shipping.","Get a quick quote for takeaway burger sleeves built for easy carry with secure grip, oil control, and labeling space, plus free shipping.",preserved from live,https://theburgersleeves.com/product/takeaway-burger-sleeves/,https://theburgersleeves.com/product/takeaway-burger-sleeves/,exact,Takeaway Burger Sleeves,Takeaway Burger Sleeves,unchanged
/product/white-burger-sleeves/,White Burger Sleeves | Sharp Logo Print | The Burger Sleeves,White Burger Sleeves | Sharp Logo Print | The Burger Sleeves,exact,Free design support for white burger sleeves built for crisp logo print and neat presentation. Request a custom quote and free shipping.,Free design support for white burger sleeves built for crisp logo print and neat presentation. Request a custom quote and free shipping.,preserved from live,https://theburgersleeves.com/product/white-burger-sleeves/,https://theburgersleeves.com/product/white-burger-sleeves/,exact,White Burger Sleeves,White Burger Sleeves,unchanged
/product/white-printed-burger-sleeves/,White Printed Burger Sleeves | Clean Look Burger Sleeves | TBS,White Printed Burger Sleeves | Clean Look Burger Sleeves | TBS,exact,"White printed burger sleeves for clean, bright presentation and strong contrast printing. Paper or barrier options flat packs.","White printed burger sleeves for clean, bright presentation and strong contrast printing. Paper or barrier options flat packs.",preserved from live,https://theburgersleeves.com/product/white-printed-burger-sleeves/,https://theburgersleeves.com/product/white-printed-burger-sleeves/,exact,White Printed Burger Sleeves,White Printed Burger Sleeves,unchanged
/refund_returns/,Refund and Returns Policy - The Burger Sleeves,Refund and Returns Policy - The Burger Sleeves,exact,,"When refunds or replacements apply to custom and stock burger sleeve orders, and how to report a problem with a delivery.",authored fallback (live had none),https://theburgersleeves.com/refund_returns/,https://theburgersleeves.com/refund_returns/,exact,Refund and Returns Policy,Refund and Returns Policy,unchanged
/shipping-policy/,Shipping Policy - The Burger Sleeves,Shipping Policy - The Burger Sleeves,exact,,"Order processing times, worldwide delivery, tracking and what to do if a burger sleeve shipment is delayed or damaged.",authored fallback (live had none),https://theburgersleeves.com/shipping-policy/,https://theburgersleeves.com/shipping-policy/,exact,Shipping Policy,Shipping Policy,unchanged
/shop/,Shop - The Burger Sleeves,Shop - The Burger Sleeves,exact,,"Browse all 44 custom burger sleeves — kraft, printed, die-cut and sized options for restaurants, food trucks and cafes.",authored fallback (live had none),https://theburgersleeves.com/shop/,https://theburgersleeves.com/shop/,exact,Shop,Shop,unchanged
/terms-and-conditions/,Terms and Conditions - The Burger Sleeves,Terms and Conditions - The Burger Sleeves,exact,,The terms that apply when you order custom burger sleeve packaging from The Burger Sleeves or use this website.,authored fallback (live had none),https://theburgersleeves.com/terms-and-conditions/,https://theburgersleeves.com/terms-and-conditions/,exact,Terms and Conditions,Terms and Conditions,unchanged
/thank-you/,Thank You - The Burger Sleeves,Thank You - The Burger Sleeves,exact,,Your message has been delivered to our sales department.,authored fallback (live had none),,https://theburgersleeves.com/thank-you/,DIFFERS,(none on live),Thank You,added (live page had no H1)
/shop/page/2/,Shop - Page 2 of 3 - The Burger Sleeves,Shop - Page 2 of 3 - The Burger Sleeves,exact,,"Browse all 44 custom burger sleeves — kraft, printed, die-cut and sized options for restaurants, food trucks and cafes.",authored fallback (live had none),https://theburgersleeves.com/shop/page/2/,https://theburgersleeves.com/shop/page/2/,exact,Shop,Shop,unchanged
/shop/page/3/,Shop - Page 3 of 3 - The Burger Sleeves,Shop - Page 3 of 3 - The Burger Sleeves,exact,,"Browse all 44 custom burger sleeves — kraft, printed, die-cut and sized options for restaurants, food trucks and cafes.",authored fallback (live had none),https://theburgersleeves.com/shop/page/3/,https://theburgersleeves.com/shop/page/3/,exact,Shop,Shop,unchanged
/brand/the-burger-sleeves/page/2/,The Burger Sleeves Archives - Page 2 of 3 - The Burger Sleeves,The Burger Sleeves Archives - Page 2 of 3 - The Burger Sleeves,exact,,"Every burger sleeve made by The Burger Sleeves: custom printed, kraft, black, white and die-cut packaging for food service.",authored fallback (live had none),https://theburgersleeves.com/brand/the-burger-sleeves/page/2/,https://theburgersleeves.com/brand/the-burger-sleeves/page/2/,exact,The Burger Sleeves,The Burger Sleeves,unchanged
/brand/the-burger-sleeves/page/3/,The Burger Sleeves Archives - Page 3 of 3 - The Burger Sleeves,The Burger Sleeves Archives - Page 3 of 3 - The Burger Sleeves,exact,,"Every burger sleeve made by The Burger Sleeves: custom printed, kraft, black, white and die-cut packaging for food service.",authored fallback (live had none),https://theburgersleeves.com/brand/the-burger-sleeves/page/3/,https://theburgersleeves.com/brand/the-burger-sleeves/page/3/,exact,The Burger Sleeves,The Burger Sleeves,unchanged
